generation,name,pokedex_number,type1,attack,defense,hp,sp_attack,sp_defense,speed,base_total,favorite_votes
four,Regigigas,486,normal,160,110,110,80,110,100,670,48
four,Giratina,487,ghost,120,100,150,120,100,90,680,124
four,Cresselia,488,psychic,70,120,120,75,130,85,600,37
four,Phione,489,water,80,80,80,80,80,80,480,15
four,Manaphy,490,water,100,100,100,100,100,100,600,49
four,Darkrai,491,dark,90,90,70,135,90,125,600,126
four,Shaymin,492,grass,103,75,100,120,75,127,600,86
four,Arceus,493,normal,120,120,120,120,120,120,720,91
five,Victini,494,psychic,100,100,100,100,100,100,600,98
five,Snivy,495,grass,45,55,45,45,55,63,308,87
five,Servine,496,grass,60,75,60,60,75,83,413,45
five,Serperior,497,grass,75,95,75,75,95,113,528,128
five,Tepig,498,fire,63,45,65,45,45,45,308,50
five,Pignite,499,fire,93,55,90,70,55,55,418,21
five,Emboar,500,fire,123,65,110,100,65,65,528,46
five,Oshawott,501,water,55,45,55,63,45,45,308,78
five,Dewott,502,water,75,60,75,83,60,60,413,50
five,Samurott,503,water,100,85,95,108,70,70,528,98
five,Patrat,504,normal,55,39,45,35,39,42,255,3
five,Watchog,505,normal,85,69,60,60,69,77,420,8
five,Lillipup,506,normal,60,45,45,25,45,55,275,36
five,Herdier,507,normal,80,65,65,35,65,60,370,24
five,Stoutland,508,normal,110,90,85,45,90,80,500,43
five,Purrloin,509,dark,50,37,41,50,37,66,281,23
five,Liepard,510,dark,88,50,64,88,50,106,446,32
five,Pansage,511,grass,53,48,50,53,48,64,316,15
five,Simisage,512,grass,98,63,75,98,63,101,498,20
five,Pansear,513,fire,53,48,50,53,48,64,316,12
five,Simisear,514,fire,98,63,75,98,63,101,498,7
five,Panpour,515,water,53,48,50,53,48,64,316,15
five,Simipour,516,water,98,63,75,98,63,101,498,14
five,Munna,517,psychic,25,45,76,67,55,24,292,24
five,Musharna,518,psychic,55,85,116,107,95,29,487,36
five,Pidove,519,normal,55,50,50,36,30,43,264,23
five,Tranquill,520,normal,77,62,62,50,42,65,358,10
five,Unfezant,521,normal,115,80,80,65,55,93,488,17
five,Blitzle,522,electric,60,32,45,50,32,76,295,33
five,Zebstrika,523,electric,100,63,75,80,63,116,497,62
five,Roggenrola,524,rock,75,85,55,25,25,15,280,17
five,Boldore,525,rock,105,105,70,50,40,20,390,10
five,Gigalith,526,rock,135,130,85,60,80,25,515,64
five,Woobat,527,psychic,45,43,65,55,43,72,323,28
five,Swoobat,528,psychic,57,55,67,77,55,114,425,23
five,Drilbur,529,ground,85,40,60,30,45,68,328,20
five,Excadrill,530,ground,135,60,110,50,65,88,508,78
five,Audino,531,normal,60,126,103,80,126,50,545,22
five,Timburr,532,fighting,80,55,75,25,35,35,305,9
five,Gurdurr,533,fighting,105,85,85,40,50,40,405,9
five,Conkeldurr,534,fighting,140,95,105,55,65,45,505,31
five,Tympole,535,water,50,40,50,50,40,64,294,9
five,Palpitoad,536,water,65,55,75,65,55,69,384,11
five,Seismitoad,537,water,95,75,105,85,75,74,509,30
five,Throh,538,fighting,100,85,120,30,85,45,465,14
five,Sawk,539,fighting,125,75,75,30,75,85,465,15
five,Sewaddle,540,bug,53,70,45,40,60,42,310,19
five,Swadloon,541,bug,63,90,55,50,80,42,380,17
five,Leavanny,542,bug,103,80,75,70,80,92,500,45
five,Venipede,543,bug,45,59,30,30,39,57,260,20
five,Whirlipede,544,bug,55,99,40,40,79,47,360,14
five,Scolipede,545,bug,100,89,60,55,69,112,485,78
five,Cottonee,546,grass,27,60,40,37,50,66,280,17
five,Whimsicott,547,grass,67,85,60,77,75,116,480,69
five,Petilil,548,grass,35,50,45,70,50,30,280,21
five,Lilligant,549,grass,60,75,70,110,75,90,480,58
five,Basculin,550,water,92,65,70,80,55,98,460,6
five,Sandile,551,ground,72,35,50,35,35,65,292,42
five,Krokorok,552,ground,82,45,60,45,45,74,351,45
five,Krookodile,553,ground,117,80,95,65,70,92,519,134
five,Darumaka,554,fire,90,45,70,15,45,50,315,21
five,Darmanitan,555,fire,30,105,105,140,105,55,540,43
five,Maractus,556,grass,86,67,75,106,67,60,461,20
five,Dwebble,557,bug,65,85,50,35,35,55,325,17
five,Crustle,558,bug,105,125,70,65,75,45,485,22
five,Scraggy,559,dark,75,70,50,35,70,48,348,33
five,Scrafty,560,dark,90,115,65,45,115,58,488,56
five,Sigilyph,561,psychic,58,80,72,103,80,97,490,38
five,Yamask,562,ghost,30,85,38,55,65,30,303,18
five,Cofagrigus,563,ghost,50,145,58,95,105,30,483,51
five,Tirtouga,564,water,78,103,54,53,45,22,355,25
five,Carracosta,565,water,108,133,74,83,65,32,495,34
five,Archen,566,rock,112,45,55,74,45,70,401,30
five,Archeops,567,rock,140,65,75,112,65,110,567,78
five,Trubbish,568,poison,50,62,50,40,62,65,329,28
five,Garbodor,569,poison,95,82,80,60,82,75,474,23
five,Zorua,570,dark,65,40,40,80,40,65,330,90
five,Zoroark,571,dark,105,60,60,120,60,105,510,144
five,Minccino,572,normal,50,40,55,40,40,75,300,29
five,Cinccino,573,normal,95,60,75,65,60,115,470,37
five,Gothita,574,psychic,30,50,45,55,65,45,290,16
five,Gothorita,575,psychic,45,70,60,75,85,55,390,16
five,Gothitelle,576,psychic,55,95,70,95,110,65,490,25
five,Solosis,577,psychic,30,40,45,105,50,20,290,32
five,Duosion,578,psychic,40,50,65,125,60,30,370,26
five,Reuniclus,579,psychic,65,75,110,125,85,30,490,74
five,Ducklett,580,water,44,50,62,44,50,55,305,16
five,Swanna,581,water,87,63,75,87,63,98,473,18
five,Vanillite,582,ice,50,50,36,65,60,44,305,26
five,Vanillish,583,ice,65,65,51,80,75,59,395,19
five,Vanilluxe,584,ice,95,85,71,110,95,79,535,32
five,Deerling,585,normal,60,50,60,40,50,75,335,36
five,Sawsbuck,586,normal,100,70,80,60,70,95,475,46
five,Emolga,587,electric,75,60,55,75,60,103,428,42
five,Karrablast,588,bug,75,45,50,40,45,60,315,13
five,Escavalier,589,bug,135,105,70,60,105,20,495,31
five,Foongus,590,grass,55,45,69,55,55,15,294,9
five,Amoonguss,591,grass,85,70,114,85,80,30,464,10
five,Frillish,592,water,40,50,55,65,85,40,335,19
five,Jellicent,593,water,60,70,100,85,105,60,480,38
five,Alomomola,594,water,75,80,165,40,45,65,470,8
five,Joltik,595,bug,47,50,50,57,50,65,319,60
five,Galvantula,596,bug,77,60,70,97,60,108,472,96
five,Ferroseed,597,grass,50,91,44,24,86,10,305,16
five,Ferrothorn,598,grass,94,131,74,54,116,20,489,55
five,Klink,599,steel,55,70,40,45,60,30,300,18
five,Klang,600,steel,80,95,60,70,85,50,440,15
five,Klinklang,601,steel,100,115,60,70,85,90,520,15
five,Tynamo,602,electric,55,40,35,45,40,60,275,20
five,Eelektrik,603,electric,85,70,65,75,70,40,405,12
five,Eelektross,604,electric,115,80,85,105,80,50,515,48
five,Elgyem,605,psychic,55,55,55,85,55,30,335,15
five,Beheeyem,606,psychic,75,75,75,125,95,40,485,22
five,Litwick,607,ghost,30,55,50,65,55,20,275,63
five,Lampent,608,ghost,40,60,60,95,60,55,370,38
five,Chandelure,609,ghost,55,90,60,145,90,80,520,141
five,Axew,610,dragon,87,60,46,30,40,57,320,40
five,Fraxure,611,dragon,117,70,66,40,50,67,410,23
five,Haxorus,612,dragon,147,90,76,60,70,97,540,107
five,Cubchoo,613,ice,70,40,55,60,40,40,305,23
five,Beartic,614,ice,130,80,95,70,80,50,505,23
five,Cryogonal,615,ice,50,50,80,95,135,105,515,13
five,Shelmet,616,bug,40,85,50,40,65,25,305,15
five,Accelgor,617,bug,70,40,80,100,60,145,495,23
five,Stunfisk,618,ground,66,84,109,81,99,32,471,13
five,Mienfoo,619,fighting,85,50,45,55,50,65,350,20
five,Mienshao,620,fighting,125,60,65,95,60,105,510,34
five,Druddigon,621,dragon,120,90,77,60,90,48,485,29
five,Golett,622,ground,74,50,59,35,50,35,303,22
five,Golurk,623,ground,124,80,89,55,80,55,483,66
five,Pawniard,624,dark,85,70,45,40,40,60,340,23
five,Bisharp,625,dark,125,100,65,60,70,70,490,78
five,Bouffalant,626,normal,110,95,95,40,95,55,490,10
five,Rufflet,627,normal,83,50,70,37,50,60,350,25
five,Braviary,628,normal,123,75,100,57,75,80,510,65
five,Vullaby,629,dark,55,75,70,45,65,60,370,15
five,Mandibuzz,630,dark,65,105,110,55,95,80,510,14
five,Heatmor,631,fire,97,66,85,105,66,65,484,12
five,Durant,632,bug,109,112,58,48,48,109,484,17
five,Deino,633,dark,65,50,52,45,50,38,300,37
five,Zweilous,634,dark,85,70,72,65,70,58,420,34
five,Hydreigon,635,dark,105,90,92,125,90,98,600,150
five,Larvesta,636,bug,85,55,55,50,55,60,360,24
five,Volcarona,637,bug,60,65,85,135,105,100,550,159
five,Cobalion,638,steel,90,129,91,90,72,108,580,33
five,Terrakion,639,rock,129,90,91,72,90,108,580,27
five,Virizion,640,grass,90,72,91,90,129,108,580,40
five,Tornadus,641,flying,100,80,79,110,90,121,580,24
five,Thundurus,642,electric,105,70,79,145,80,101,580,24
five,Reshiram,643,dragon,120,100,100,150,120,90,680,91
five,Zekrom,644,dragon,150,120,100,120,100,90,680,86
five,Landorus,645,ground,145,90,89,105,80,91,600,23
five,Kyurem,646,dragon,120,90,125,170,100,95,700,53
five,Keldeo,647,water,72,90,91,129,90,108,580,39
five,Meloetta,648,normal,128,90,100,77,77,128,600,58
five,Genesect,649,bug,120,95,71,120,95,99,600,67
six,Chespin,650,grass,61,65,56,48,45,38,313,65
six,Quilladin,651,grass,78,95,61,56,58,57,405,22
six,Chesnaught,652,grass,107,122,88,74,75,64,530,69
six,Fennekin,653,fire,45,40,40,62,60,60,307,96
six,Braixen,654,fire,59,58,59,90,70,73,409,66
six,Delphox,655,fire,69,72,75,114,100,104,534,82
six,Froakie,656,water,56,40,41,62,44,71,314,67
six,Frogadier,657,water,63,52,54,83,56,97,405,50
six,Greninja,658,water,145,67,72,153,71,132,640,270
six,Bunnelby,659,normal,36,38,38,32,36,57,237,12
six,Diggersby,660,normal,56,77,85,50,77,78,423,16
six,Fletchling,661,normal,50,43,45,40,38,62,278,34
six,Fletchinder,662,fire,73,55,62,56,52,84,382,31
six,Talonflame,663,fire,81,71,78,74,69,126,499,122
six,Scatterbug,664,bug,35,40,38,27,25,35,200,7
six,Spewpa,665,bug,22,60,45,27,30,29,213,12
six,Vivillon,666,bug,52,50,80,90,50,89,411,40
six,Litleo,667,fire,50,58,62,73,54,72,369,37
six,Pyroar,668,fire,68,72,86,109,66,106,507,63
six,Flabébé,669,fairy,38,39,44,61,79,42,303,17
six,Floette,670,fairy,65,67,74,125,128,92,551,20
six,Florges,671,fairy,65,68,78,112,154,75,552,24
six,Skiddo,672,grass,65,48,66,62,57,52,350,31
six,Gogoat,673,grass,100,62,123,97,81,68,531,48
six,Pancham,674,fighting,82,62,67,46,48,43,348,29
six,Pangoro,675,fighting,124,78,95,69,71,58,495,39
six,Furfrou,676,normal,80,60,75,65,90,102,472,24
six,Espurr,677,psychic,48,54,62,63,60,68,355,52
six,Meowstic,678,psychic,48,76,74,83,81,104,466,62
six,Honedge,679,steel,80,100,45,35,37,28,325,50
six,Doublade,680,steel,110,150,59,45,49,35,448,49
six,Aegislash,681,steel,150,50,60,150,50,60,520,181
six,Spritzee,682,fairy,52,60,78,63,65,23,341,10
six,Aromatisse,683,fairy,72,72,101,99,89,29,462,12
six,Swirlix,684,fairy,48,66,62,59,57,49,341,19
six,Slurpuff,685,fairy,80,86,82,85,75,72,480,25
six,Inkay,686,dark,54,53,53,37,46,45,288,37
six,Malamar,687,dark,92,88,86,68,75,73,482,54
six,Binacle,688,rock,52,67,42,39,56,50,306,8
six,Barbaracle,689,rock,105,115,72,54,86,68,500,11
six,Skrelp,690,poison,60,60,50,60,60,30,320,23
six,Dragalge,691,poison,75,90,65,97,123,44,494,74
six,Clauncher,692,water,53,62,50,58,63,44,330,15
six,Clawitzer,693,water,73,88,71,120,89,59,500,44
six,Helioptile,694,electric,38,33,44,61,43,70,289,29
six,Heliolisk,695,electric,55,52,62,109,94,109,481,52
six,Tyrunt,696,rock,89,77,58,45,45,48,362,45
six,Tyrantrum,697,rock,121,119,82,69,59,71,521,129
six,Amaura,698,rock,59,50,77,67,63,46,362,40
six,Aurorus,699,rock,77,72,123,99,92,58,521,79
six,Sylveon,700,fairy,65,65,95,110,130,60,525,131
six,Hawlucha,701,fighting,92,75,78,74,63,118,500,78
six,Dedenne,702,electric,58,57,67,81,67,101,431,22
six,Carbink,703,rock,50,150,50,50,150,50,500,10
six,Goomy,704,dragon,50,35,45,55,75,40,300,59
six,Sliggoo,705,dragon,75,53,68,83,113,60,452,31
six,Goodra,706,dragon,100,70,90,110,150,80,600,95
six,Klefki,707,steel,80,91,57,80,87,75,470,38
six,Phantump,708,ghost,70,48,43,50,60,38,309,45
six,Trevenant,709,ghost,110,76,85,65,82,56,474,67
six,Pumpkaboo,710,ghost,66,70,59,44,55,41,335,57
six,Gourgeist,711,ghost,100,122,85,58,75,54,494,35
six,Bergmite,712,ice,69,85,55,32,35,28,304,14
six,Avalugg,713,ice,117,184,95,44,46,28,514,21
six,Noibat,714,flying,30,35,40,45,40,55,245,43
six,Noivern,715,flying,70,80,85,97,80,123,535,147
six,Xerneas,716,fairy,131,95,126,131,98,99,680,108
six,Yveltal,717,dark,131,95,126,131,98,99,680,93
six,Zygarde,718,dragon,100,121,216,91,95,85,708,61
six,Diancie,719,rock,160,110,50,160,110,110,700,42
six,Hoopa,720,psychic,160,60,80,170,130,80,680,45
six,Volcanion,721,fire,110,120,80,130,90,70,600,44
seven,Rowlet,722,grass,55,55,68,50,50,42,320,177
seven,Dartrix,723,grass,75,75,78,70,70,52,420,61
seven,Decidueye,724,grass,107,75,78,100,100,70,530,247
seven,Litten,725,fire,65,40,45,60,40,70,320,120
seven,Torracat,726,fire,85,50,65,80,50,90,420,61
seven,Incineroar,727,fire,115,90,95,80,90,60,530,98
seven,Popplio,728,water,54,54,50,66,56,40,320,77
seven,Brionne,729,water,69,69,60,91,81,50,420,40
seven,Primarina,730,water,74,74,80,126,116,60,530,108
seven,Pikipek,731,normal,75,30,35,30,30,65,265,25
seven,Trumbeak,732,normal,85,50,55,40,50,75,355,19
seven,Toucannon,733,normal,120,75,80,75,75,60,485,50
seven,Yungoos,734,normal,70,30,48,30,30,45,253,5
seven,Gumshoos,735,normal,110,60,88,55,60,45,418,7
seven,Grubbin,736,bug,62,45,47,55,45,46,300,20
seven,Charjabug,737,bug,82,95,57,55,75,36,400,40
seven,Vikavolt,738,bug,70,90,77,145,75,43,500,95
seven,Crabrawler,739,fighting,82,57,47,42,47,63,338,29
seven,Crabominable,740,fighting,132,77,97,62,67,43,478,26
seven,Oricorio,741,fire,70,70,75,98,70,93,476,28
seven,Cutiefly,742,bug,45,40,40,55,40,84,304,45
seven,Ribombee,743,bug,55,60,60,95,70,124,464,59
seven,Rockruff,744,rock,65,40,45,30,40,60,280,102
seven,Lycanroc,745,rock,115,75,85,55,75,82,487,159
seven,Wishiwashi,746,water,140,130,45,140,135,30,620,52
seven,Mareanie,747,poison,53,62,50,43,52,45,305,38
seven,Toxapex,748,poison,63,152,50,53,142,35,495,67
seven,Mudbray,749,ground,100,70,70,45,55,45,385,22
seven,Mudsdale,750,ground,125,100,100,55,85,35,500,58
seven,Dewpider,751,water,40,52,38,40,72,27,269,30
seven,Araquanid,752,water,70,92,68,50,132,42,454,74
seven,Fomantis,753,grass,55,35,40,50,35,35,250,27
seven,Lurantis,754,grass,105,90,70,80,90,45,480,62
seven,Morelull,755,grass,35,55,40,65,75,15,285,16
seven,Shiinotic,756,grass,45,80,60,90,100,30,405,21
seven,Salandit,757,poison,44,40,48,71,40,77,320,46
seven,Salazzle,758,poison,64,60,68,111,60,117,480,116
seven,Stufful,759,normal,75,50,70,45,50,50,340,54
seven,Bewear,760,normal,125,80,120,55,60,60,500,61
seven,Bounsweet,761,grass,30,38,42,30,38,32,210,27
seven,Steenee,762,grass,40,48,52,40,48,62,290,26
seven,Tsareena,763,grass,120,98,72,50,98,72,510,54
seven,Comfey,764,fairy,52,90,51,82,110,100,485,16
seven,Oranguru,765,normal,60,80,90,90,110,60,490,19
seven,Passimian,766,fighting,120,90,100,40,60,80,490,28
seven,Wimpod,767,bug,35,40,25,20,30,80,230,35
seven,Golisopod,768,bug,125,140,75,60,90,40,530,109
seven,Sandygast,769,ghost,55,80,55,70,45,15,320,32
seven,Palossand,770,ghost,75,110,85,100,75,35,480,61
seven,Pyukumuku,771,water,60,130,55,30,130,5,410,57
seven,Type: Null,772,normal,95,95,95,95,95,59,534,68
seven,Silvally,773,normal,95,95,95,95,95,95,570,89
seven,Minior,774,rock,100,60,60,100,60,120,500,57
seven,Komala,775,normal,115,65,65,75,95,65,480,21
seven,Turtonator,776,fire,78,135,60,91,85,36,485,27
seven,Togedemaru,777,electric,98,63,65,40,73,96,435,32
seven,Mimikyu,778,ghost,90,80,55,50,105,96,476,202
seven,Bruxish,779,water,105,70,68,70,70,92,475,6
seven,Drampa,780,normal,60,85,78,135,91,36,485,36
seven,Dhelmise,781,ghost,131,100,70,86,90,40,517,36
seven,Jangmo-o,782,dragon,55,65,45,45,45,45,300,34
seven,Hakamo-o,783,dragon,75,90,55,65,70,65,420,31
seven,Kommo-o,784,dragon,110,125,75,100,105,85,600,84
seven,Tapu Koko,785,electric,115,85,70,95,75,130,570,68
seven,Tapu Lele,786,psychic,85,75,70,130,115,95,570,41
seven,Tapu Bulu,787,grass,130,115,70,85,95,75,570,27
seven,Tapu Fini,788,water,75,115,70,95,130,85,570,44
seven,Cosmog,789,psychic,29,31,43,29,31,37,200,70
seven,Cosmoem,790,psychic,29,131,43,29,131,37,400,23
seven,Solgaleo,791,psychic,137,107,137,113,89,97,680,98
seven,Lunala,792,psychic,113,89,137,137,107,97,680,100
seven,Nihilego,793,rock,53,47,109,127,131,103,570,45
seven,Buzzwole,794,bug,139,139,107,53,53,79,570,51
seven,Pheromosa,795,bug,137,37,71,137,37,151,570,33
seven,Xurkitree,796,electric,89,71,83,173,71,83,570,41
seven,Celesteela,797,steel,101,103,97,107,101,61,570,34
seven,Kartana,798,grass,181,131,59,59,31,109,570,53
seven,Guzzlord,799,dark,101,53,223,97,53,43,570,44
seven,Necrozma,800,psychic,107,101,97,127,89,79,600,65
seven,Magearna,801,steel,95,115,80,130,115,65,600,29
seven,Marshadow,802,fight,125,80,90,90,90,125,600,72
seven,Poipole,803,poison,73,67,67,73,67,73,420,59
seven,Naganadel,804,poison,73,73,73,127,73,121,540,53
seven,Stakataka,805,rock,131,211,61,53,101,13,570,25
seven,Blacephalon,806,fire,127,53,53,151,79,107,570,36
seven,Zeraora,807,electric,112,75,88,102,80,143,600,55
