event,main_speaker,ratings,tags,title,views
TED2007,Philippe Starck,"[{'id': 2, 'name': 'Confusing', 'count': 276}, {'id': 11, 'name': 'Longwinded', 'count': 192}, {'id': 7, 'name': 'Funny', 'count': 855}, {'id': 22, 'name': 'Fascinating', 'count': 334}, {'id': 10, 'name': 'Inspiring', 'count': 711}, {'id': 1, 'name': 'Beautiful', 'count': 201}, {'id': 3, 'name': 'Courageous', 'count': 175}, {'id': 9, 'name': 'Ingenious', 'count': 216}, {'id': 21, 'name': 'Unconvincing', 'count': 165}, {'id': 8, 'name': 'Informative', 'count': 103}, {'id': 25, 'name': 'OK', 'count': 129}, {'id': 23, 'name': 'Jaw-dropping', 'count': 68}, {'id': 24, 'name': 'Persuasive', 'count': 88}, {'id': 26, 'name': 'Obnoxious', 'count': 67}]","['design', 'humanity', 'humor', 'philosophy', 'storytelling']",Design and destiny,1783740
TED2007,Murray Gell-Mann,"[{'id': 7, 'name': 'Funny', 'count': 296}, {'id': 1, 'name': 'Beautiful', 'count': 372}, {'id': 22, 'name': 'Fascinating', 'count': 483}, {'id': 11, 'name': 'Longwinded', 'count': 57}, {'id': 2, 'name': 'Confusing', 'count': 55}, {'id': 8, 'name': 'Informative', 'count': 509}, {'id': 9, 'name': 'Ingenious', 'count': 120}, {'id': 10, 'name': 'Inspiring', 'count': 297}, {'id': 21, 'name': 'Unconvincing', 'count': 53}, {'id': 3, 'name': 'Courageous', 'count': 42}, {'id': 23, 'name': 'Jaw-dropping', 'count': 50}, {'id': 24, 'name': 'Persuasive', 'count': 115}, {'id': 25, 'name': 'OK', 'count': 114}, {'id': 26, 'name': 'Obnoxious', 'count': 13}]","['String theory', 'physics', 'science', 'storytelling', 'technology']","Beauty, truth and ... physics?",1181696
TED2005,Amory Lovins,"[{'id': 10, 'name': 'Inspiring', 'count': 333}, {'id': 22, 'name': 'Fascinating', 'count': 221}, {'id': 8, 'name': 'Informative', 'count': 620}, {'id': 9, 'name': 'Ingenious', 'count': 254}, {'id': 21, 'name': 'Unconvincing', 'count': 67}, {'id': 1, 'name': 'Beautiful', 'count': 10}, {'id': 11, 'name': 'Longwinded', 'count': 45}, {'id': 3, 'name': 'Courageous', 'count': 63}, {'id': 7, 'name': 'Funny', 'count': 40}, {'id': 2, 'name': 'Confusing', 'count': 38}, {'id': 24, 'name': 'Persuasive', 'count': 375}, {'id': 25, 'name': 'OK', 'count': 46}, {'id': 26, 'name': 'Obnoxious', 'count': 17}, {'id': 23, 'name': 'Jaw-dropping', 'count': 123}]","['MacArthur grant', 'business', 'economics', 'energy', 'environment', 'green', 'science', 'technology']",Winning the oil endgame,832668
TED2005,Arthur Benjamin,"[{'id': 22, 'name': 'Fascinating', 'count': 3710}, {'id': 9, 'name': 'Ingenious', 'count': 1944}, {'id': 8, 'name': 'Informative', 'count': 340}, {'id': 10, 'name': 'Inspiring', 'count': 817}, {'id': 1, 'name': 'Beautiful', 'count': 429}, {'id': 7, 'name': 'Funny', 'count': 2152}, {'id': 2, 'name': 'Confusing', 'count': 168}, {'id': 21, 'name': 'Unconvincing', 'count': 84}, {'id': 11, 'name': 'Longwinded', 'count': 114}, {'id': 3, 'name': 'Courageous', 'count': 182}, {'id': 23, 'name': 'Jaw-dropping', 'count': 7196}, {'id': 25, 'name': 'OK', 'count': 314}, {'id': 24, 'name': 'Persuasive', 'count': 128}, {'id': 26, 'name': 'Obnoxious', 'count': 151}]","['education', 'entertainment', 'magic', 'math', 'performance']","A performance of ""Mathemagic""",8360707
TED2007,Daniel Goleman,"[{'id': 8, 'name': 'Informative', 'count': 515}, {'id': 21, 'name': 'Unconvincing', 'count': 59}, {'id': 1, 'name': 'Beautiful', 'count': 233}, {'id': 22, 'name': 'Fascinating', 'count': 246}, {'id': 10, 'name': 'Inspiring', 'count': 830}, {'id': 3, 'name': 'Courageous', 'count': 111}, {'id': 11, 'name': 'Longwinded', 'count': 67}, {'id': 2, 'name': 'Confusing', 'count': 39}, {'id': 7, 'name': 'Funny', 'count': 38}, {'id': 9, 'name': 'Ingenious', 'count': 48}, {'id': 24, 'name': 'Persuasive', 'count': 255}, {'id': 25, 'name': 'OK', 'count': 140}, {'id': 23, 'name': 'Jaw-dropping', 'count': 30}, {'id': 26, 'name': 'Obnoxious', 'count': 12}]","['brain', 'community', 'compassion', 'empathy', 'psychology']",Why aren't we more compassionate?,1604402
TED2007,Lakshmi Pratury,"[{'id': 11, 'name': 'Longwinded', 'count': 13}, {'id': 21, 'name': 'Unconvincing', 'count': 45}, {'id': 10, 'name': 'Inspiring', 'count': 288}, {'id': 1, 'name': 'Beautiful', 'count': 330}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 82}, {'id': 22, 'name': 'Fascinating', 'count': 25}, {'id': 9, 'name': 'Ingenious', 'count': 11}, {'id': 7, 'name': 'Funny', 'count': 13}, {'id': 24, 'name': 'Persuasive', 'count': 53}, {'id': 25, 'name': 'OK', 'count': 75}, {'id': 8, 'name': 'Informative', 'count': 12}, {'id': 23, 'name': 'Jaw-dropping', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 18}]","['communication', 'community', 'parenting', 'relationships', 'writing']",The lost art of letter-writing,533761
TED2007,Gever Tulley,"[{'id': 10, 'name': 'Inspiring', 'count': 1035}, {'id': 8, 'name': 'Informative', 'count': 960}, {'id': 7, 'name': 'Funny', 'count': 1210}, {'id': 3, 'name': 'Courageous', 'count': 598}, {'id': 9, 'name': 'Ingenious', 'count': 422}, {'id': 22, 'name': 'Fascinating', 'count': 371}, {'id': 21, 'name': 'Unconvincing', 'count': 238}, {'id': 11, 'name': 'Longwinded', 'count': 70}, {'id': 2, 'name': 'Confusing', 'count': 61}, {'id': 1, 'name': 'Beautiful', 'count': 78}, {'id': 24, 'name': 'Persuasive', 'count': 1414}, {'id': 25, 'name': 'OK', 'count': 378}, {'id': 23, 'name': 'Jaw-dropping', 'count': 82}, {'id': 26, 'name': 'Obnoxious', 'count': 37}]","['children', 'design', 'entertainment', 'parenting', 'play', 'sports', 'technology']",5 dangerous things you should let your kids do,4364865
TED2007,Isabel Allende,"[{'id': 10, 'name': 'Inspiring', 'count': 3528}, {'id': 7, 'name': 'Funny', 'count': 1302}, {'id': 3, 'name': 'Courageous', 'count': 1696}, {'id': 21, 'name': 'Unconvincing', 'count': 82}, {'id': 1, 'name': 'Beautiful', 'count': 1148}, {'id': 2, 'name': 'Confusing', 'count': 28}, {'id': 9, 'name': 'Ingenious', 'count': 292}, {'id': 22, 'name': 'Fascinating', 'count': 916}, {'id': 11, 'name': 'Longwinded', 'count': 58}, {'id': 8, 'name': 'Informative', 'count': 447}, {'id': 23, 'name': 'Jaw-dropping', 'count': 426}, {'id': 26, 'name': 'Obnoxious', 'count': 63}, {'id': 24, 'name': 'Persuasive', 'count': 899}, {'id': 25, 'name': 'OK', 'count': 140}]","['South America', 'entertainment', 'global issues', 'love', 'parenting', 'storytelling', 'women', 'world cultures']",Tales of passion,3741423
TED2007,Yossi Vardi,"[{'id': 7, 'name': 'Funny', 'count': 1452}, {'id': 9, 'name': 'Ingenious', 'count': 114}, {'id': 3, 'name': 'Courageous', 'count': 84}, {'id': 21, 'name': 'Unconvincing', 'count': 74}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 8, 'name': 'Informative', 'count': 120}, {'id': 22, 'name': 'Fascinating', 'count': 40}, {'id': 10, 'name': 'Inspiring', 'count': 34}, {'id': 11, 'name': 'Longwinded', 'count': 34}, {'id': 1, 'name': 'Beautiful', 'count': 18}, {'id': 25, 'name': 'OK', 'count': 143}, {'id': 26, 'name': 'Obnoxious', 'count': 94}, {'id': 23, 'name': 'Jaw-dropping', 'count': 39}, {'id': 24, 'name': 'Persuasive', 'count': 44}]","['comedy', 'humor']",We're worried about local warming ... in your lap,933311
TED2003,Deborah Gordon,"[{'id': 22, 'name': 'Fascinating', 'count': 884}, {'id': 8, 'name': 'Informative', 'count': 868}, {'id': 10, 'name': 'Inspiring', 'count': 120}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 9, 'name': 'Ingenious', 'count': 154}, {'id': 1, 'name': 'Beautiful', 'count': 65}, {'id': 11, 'name': 'Longwinded', 'count': 61}, {'id': 7, 'name': 'Funny', 'count': 41}, {'id': 3, 'name': 'Courageous', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 42}, {'id': 23, 'name': 'Jaw-dropping', 'count': 74}, {'id': 25, 'name': 'OK', 'count': 114}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 4}]","['ants', 'biology', 'collaboration', 'design', 'insects', 'science']",The emergent genius of ant colonies,928270
TED2007,J.J. Abrams,"[{'id': 7, 'name': 'Funny', 'count': 1512}, {'id': 10, 'name': 'Inspiring', 'count': 1454}, {'id': 8, 'name': 'Informative', 'count': 453}, {'id': 11, 'name': 'Longwinded', 'count': 150}, {'id': 22, 'name': 'Fascinating', 'count': 907}, {'id': 9, 'name': 'Ingenious', 'count': 406}, {'id': 2, 'name': 'Confusing', 'count': 84}, {'id': 1, 'name': 'Beautiful', 'count': 177}, {'id': 3, 'name': 'Courageous', 'count': 92}, {'id': 24, 'name': 'Persuasive', 'count': 140}, {'id': 23, 'name': 'Jaw-dropping', 'count': 185}, {'id': 25, 'name': 'OK', 'count': 252}, {'id': 26, 'name': 'Obnoxious', 'count': 80}, {'id': 21, 'name': 'Unconvincing', 'count': 84}]","['entertainment', 'film', 'humor', 'movies', 'storytelling', 'technology']",The mystery box,3519656
TED2007,David Gallo,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 8328}, {'id': 22, 'name': 'Fascinating', 'count': 8448}, {'id': 1, 'name': 'Beautiful', 'count': 5201}, {'id': 8, 'name': 'Informative', 'count': 3875}, {'id': 7, 'name': 'Funny', 'count': 815}, {'id': 10, 'name': 'Inspiring', 'count': 1647}, {'id': 24, 'name': 'Persuasive', 'count': 236}, {'id': 9, 'name': 'Ingenious', 'count': 543}, {'id': 2, 'name': 'Confusing', 'count': 95}, {'id': 25, 'name': 'OK', 'count': 322}, {'id': 3, 'name': 'Courageous', 'count': 216}, {'id': 21, 'name': 'Unconvincing', 'count': 80}, {'id': 26, 'name': 'Obnoxious', 'count': 126}, {'id': 11, 'name': 'Longwinded', 'count': 79}]","['animals', 'evolution', 'exploration', 'fish', 'oceans', 'science', 'technology']",Underwater astonishments,13926113
TED2007,Paola Antonelli,"[{'id': 24, 'name': 'Persuasive', 'count': 41}, {'id': 8, 'name': 'Informative', 'count': 138}, {'id': 25, 'name': 'OK', 'count': 83}, {'id': 2, 'name': 'Confusing', 'count': 27}, {'id': 11, 'name': 'Longwinded', 'count': 68}, {'id': 10, 'name': 'Inspiring', 'count': 111}, {'id': 3, 'name': 'Courageous', 'count': 12}, {'id': 21, 'name': 'Unconvincing', 'count': 43}, {'id': 26, 'name': 'Obnoxious', 'count': 20}, {'id': 1, 'name': 'Beautiful', 'count': 59}, {'id': 22, 'name': 'Fascinating', 'count': 82}, {'id': 9, 'name': 'Ingenious', 'count': 29}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 23, 'name': 'Jaw-dropping', 'count': 7}]","['art', 'culture', 'design', 'museums']",Treat design as art,585052
TED2002,Frank Gehry,"[{'id': 25, 'name': 'OK', 'count': 139}, {'id': 8, 'name': 'Informative', 'count': 90}, {'id': 22, 'name': 'Fascinating', 'count': 68}, {'id': 10, 'name': 'Inspiring', 'count': 127}, {'id': 7, 'name': 'Funny', 'count': 100}, {'id': 24, 'name': 'Persuasive', 'count': 8}, {'id': 3, 'name': 'Courageous', 'count': 14}, {'id': 11, 'name': 'Longwinded', 'count': 161}, {'id': 2, 'name': 'Confusing', 'count': 30}, {'id': 9, 'name': 'Ingenious', 'count': 23}, {'id': 21, 'name': 'Unconvincing', 'count': 45}, {'id': 26, 'name': 'Obnoxious', 'count': 36}, {'id': 1, 'name': 'Beautiful', 'count': 49}, {'id': 23, 'name': 'Jaw-dropping', 'count': 12}]","['architecture', 'business', 'creativity', 'culture', 'design', 'interview', 'invention']","A master architect asks, Now what?",959382
TED2007,Raul Midon,"[{'id': 3, 'name': 'Courageous', 'count': 29}, {'id': 10, 'name': 'Inspiring', 'count': 134}, {'id': 1, 'name': 'Beautiful', 'count': 240}, {'id': 23, 'name': 'Jaw-dropping', 'count': 71}, {'id': 22, 'name': 'Fascinating', 'count': 62}, {'id': 8, 'name': 'Informative', 'count': 3}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 9, 'name': 'Ingenious', 'count': 26}, {'id': 21, 'name': 'Unconvincing', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 11, 'name': 'Longwinded', 'count': 0}, {'id': 24, 'name': 'Persuasive', 'count': 0}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","['culture', 'entertainment', 'guitar', 'live music', 'music', 'performance', 'singer', 'technology']","""Tembererana""",403089
TED2002,Bill Strickland,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 153}, {'id': 1, 'name': 'Beautiful', 'count': 280}, {'id': 10, 'name': 'Inspiring', 'count': 670}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 46}, {'id': 24, 'name': 'Persuasive', 'count': 108}, {'id': 3, 'name': 'Courageous', 'count': 158}, {'id': 25, 'name': 'OK', 'count': 18}, {'id': 22, 'name': 'Fascinating', 'count': 122}, {'id': 9, 'name': 'Ingenious', 'count': 63}, {'id': 7, 'name': 'Funny', 'count': 22}, {'id': 26, 'name': 'Obnoxious', 'count': 19}, {'id': 8, 'name': 'Informative', 'count': 42}, {'id': 2, 'name': 'Confusing', 'count': 10}]","['MacArthur grant', 'activism', 'children', 'cities', 'culture', 'live music', 'philanthropy']","Rebuilding a neighborhood with beauty, dignity, hope",611092
TED2007,Bernie Dunlap,"[{'id': 22, 'name': 'Fascinating', 'count': 633}, {'id': 10, 'name': 'Inspiring', 'count': 1716}, {'id': 1, 'name': 'Beautiful', 'count': 696}, {'id': 3, 'name': 'Courageous', 'count': 236}, {'id': 24, 'name': 'Persuasive', 'count': 212}, {'id': 23, 'name': 'Jaw-dropping', 'count': 221}, {'id': 11, 'name': 'Longwinded', 'count': 92}, {'id': 8, 'name': 'Informative', 'count': 160}, {'id': 9, 'name': 'Ingenious', 'count': 97}, {'id': 25, 'name': 'OK', 'count': 74}, {'id': 7, 'name': 'Funny', 'count': 167}, {'id': 2, 'name': 'Confusing', 'count': 42}, {'id': 21, 'name': 'Unconvincing', 'count': 30}, {'id': 26, 'name': 'Obnoxious', 'count': 14}]","['culture', 'education', 'entertainment', 'library', 'literature', 'race', 'storytelling']",The life-long learner,1854024
TED2007,David Pogue,"[{'id': 7, 'name': 'Funny', 'count': 604}, {'id': 3, 'name': 'Courageous', 'count': 62}, {'id': 26, 'name': 'Obnoxious', 'count': 236}, {'id': 25, 'name': 'OK', 'count': 166}, {'id': 21, 'name': 'Unconvincing', 'count': 76}, {'id': 2, 'name': 'Confusing', 'count': 18}, {'id': 11, 'name': 'Longwinded', 'count': 46}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 9, 'name': 'Ingenious', 'count': 91}, {'id': 22, 'name': 'Fascinating', 'count': 24}, {'id': 1, 'name': 'Beautiful', 'count': 35}, {'id': 10, 'name': 'Inspiring', 'count': 23}, {'id': 8, 'name': 'Informative', 'count': 24}, {'id': 24, 'name': 'Persuasive', 'count': 16}]","['entertainment', 'humor', 'music', 'technology']",The music wars,594523
TEDGlobal 2005,Alison Jackson,"[{'id': 3, 'name': 'Courageous', 'count': 59}, {'id': 7, 'name': 'Funny', 'count': 128}, {'id': 22, 'name': 'Fascinating', 'count': 66}, {'id': 8, 'name': 'Informative', 'count': 27}, {'id': 25, 'name': 'OK', 'count': 58}, {'id': 26, 'name': 'Obnoxious', 'count': 52}, {'id': 11, 'name': 'Longwinded', 'count': 59}, {'id': 9, 'name': 'Ingenious', 'count': 65}, {'id': 21, 'name': 'Unconvincing', 'count': 49}, {'id': 23, 'name': 'Jaw-dropping', 'count': 21}, {'id': 1, 'name': 'Beautiful', 'count': 13}, {'id': 2, 'name': 'Confusing', 'count': 26}, {'id': 10, 'name': 'Inspiring', 'count': 15}, {'id': 24, 'name': 'Persuasive', 'count': 9}]","['art', 'culture', 'entertainment', 'photography']",An unusual glimpse at celebrity,670863
TED2002,Chris Anderson,"[{'id': 3, 'name': 'Courageous', 'count': 134}, {'id': 24, 'name': 'Persuasive', 'count': 109}, {'id': 10, 'name': 'Inspiring', 'count': 267}, {'id': 22, 'name': 'Fascinating', 'count': 44}, {'id': 7, 'name': 'Funny', 'count': 37}, {'id': 8, 'name': 'Informative', 'count': 105}, {'id': 1, 'name': 'Beautiful', 'count': 45}, {'id': 25, 'name': 'OK', 'count': 61}, {'id': 9, 'name': 'Ingenious', 'count': 23}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 23, 'name': 'Jaw-dropping', 'count': 20}, {'id': 26, 'name': 'Obnoxious', 'count': 10}]","['business', 'community', 'culture', 'global issues', 'philanthropy', 'philosophy', 'technology']",TED's nonprofit transition,324266
TED2007,Robin Chase,"[{'id': 21, 'name': 'Unconvincing', 'count': 157}, {'id': 25, 'name': 'OK', 'count': 88}, {'id': 8, 'name': 'Informative', 'count': 162}, {'id': 22, 'name': 'Fascinating', 'count': 76}, {'id': 3, 'name': 'Courageous', 'count': 61}, {'id': 24, 'name': 'Persuasive', 'count': 123}, {'id': 11, 'name': 'Longwinded', 'count': 42}, {'id': 26, 'name': 'Obnoxious', 'count': 40}, {'id': 2, 'name': 'Confusing', 'count': 57}, {'id': 23, 'name': 'Jaw-dropping', 'count': 28}, {'id': 9, 'name': 'Ingenious', 'count': 136}, {'id': 10, 'name': 'Inspiring', 'count': 114}, {'id': 1, 'name': 'Beautiful', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 6}]","['business', 'cars', 'cities', 'technology', 'transportation']",The idea behind Zipcar (and what comes next),434005
TED2007,Jaime Lerner,"[{'id': 24, 'name': 'Persuasive', 'count': 186}, {'id': 10, 'name': 'Inspiring', 'count': 438}, {'id': 1, 'name': 'Beautiful', 'count': 85}, {'id': 9, 'name': 'Ingenious', 'count': 123}, {'id': 8, 'name': 'Informative', 'count': 189}, {'id': 22, 'name': 'Fascinating', 'count': 167}, {'id': 11, 'name': 'Longwinded', 'count': 17}, {'id': 2, 'name': 'Confusing', 'count': 24}, {'id': 25, 'name': 'OK', 'count': 53}, {'id': 7, 'name': 'Funny', 'count': 140}, {'id': 3, 'name': 'Courageous', 'count': 82}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 23, 'name': 'Jaw-dropping', 'count': 39}, {'id': 26, 'name': 'Obnoxious', 'count': 4}]","['Brazil', 'South America', 'cities', 'culture', 'design', 'green', 'humor', 'infrastructure', 'sustainability', 'transportation']",A song of the city,596961
TED2002,David Macaulay,"[{'id': 25, 'name': 'OK', 'count': 96}, {'id': 11, 'name': 'Longwinded', 'count': 124}, {'id': 7, 'name': 'Funny', 'count': 92}, {'id': 1, 'name': 'Beautiful', 'count': 210}, {'id': 9, 'name': 'Ingenious', 'count': 109}, {'id': 22, 'name': 'Fascinating', 'count': 120}, {'id': 23, 'name': 'Jaw-dropping', 'count': 44}, {'id': 10, 'name': 'Inspiring', 'count': 102}, {'id': 8, 'name': 'Informative', 'count': 71}, {'id': 21, 'name': 'Unconvincing', 'count': 27}, {'id': 2, 'name': 'Confusing', 'count': 46}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 24, 'name': 'Persuasive', 'count': 13}, {'id': 3, 'name': 'Courageous', 'count': 11}]","['MacArthur grant', 'ancient world', 'art', 'books', 'cities', 'communication', 'culture', 'design', 'humor']",An illustrated journey through Rome,700273
TED2007,Michael Pollan,"[{'id': 1, 'name': 'Beautiful', 'count': 121}, {'id': 9, 'name': 'Ingenious', 'count': 353}, {'id': 10, 'name': 'Inspiring', 'count': 635}, {'id': 8, 'name': 'Informative', 'count': 537}, {'id': 24, 'name': 'Persuasive', 'count': 332}, {'id': 22, 'name': 'Fascinating', 'count': 570}, {'id': 21, 'name': 'Unconvincing', 'count': 52}, {'id': 25, 'name': 'OK', 'count': 70}, {'id': 7, 'name': 'Funny', 'count': 67}, {'id': 2, 'name': 'Confusing', 'count': 22}, {'id': 11, 'name': 'Longwinded', 'count': 46}, {'id': 23, 'name': 'Jaw-dropping', 'count': 133}, {'id': 3, 'name': 'Courageous', 'count': 50}, {'id': 26, 'name': 'Obnoxious', 'count': 17}]","['animals', 'bees', 'business', 'culture', 'ecology', 'evolution', 'food', 'garden', 'global issues', 'plants', 'science']",A plant's-eye view,1359400
TED2005,Howard Rheingold,"[{'id': 10, 'name': 'Inspiring', 'count': 363}, {'id': 24, 'name': 'Persuasive', 'count': 244}, {'id': 9, 'name': 'Ingenious', 'count': 93}, {'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 25, 'name': 'OK', 'count': 102}, {'id': 11, 'name': 'Longwinded', 'count': 46}, {'id': 8, 'name': 'Informative', 'count': 308}, {'id': 7, 'name': 'Funny', 'count': 73}, {'id': 1, 'name': 'Beautiful', 'count': 33}, {'id': 22, 'name': 'Fascinating', 'count': 182}, {'id': 21, 'name': 'Unconvincing', 'count': 30}, {'id': 2, 'name': 'Confusing', 'count': 30}, {'id': 23, 'name': 'Jaw-dropping', 'count': 45}, {'id': 26, 'name': 'Obnoxious', 'count': 10}]","['business', 'collaboration', 'communication', 'community', 'culture', 'global issues', 'humanity', 'wikipedia']",The new power of collaboration,931001
TED2002,Pamelia Kurstin,"[{'id': 7, 'name': 'Funny', 'count': 129}, {'id': 1, 'name': 'Beautiful', 'count': 667}, {'id': 22, 'name': 'Fascinating', 'count': 529}, {'id': 25, 'name': 'OK', 'count': 58}, {'id': 9, 'name': 'Ingenious', 'count': 142}, {'id': 10, 'name': 'Inspiring', 'count': 177}, {'id': 23, 'name': 'Jaw-dropping', 'count': 267}, {'id': 3, 'name': 'Courageous', 'count': 34}, {'id': 8, 'name': 'Informative', 'count': 77}, {'id': 11, 'name': 'Longwinded', 'count': 22}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 24, 'name': 'Persuasive', 'count': 11}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 6}]","['live music', 'music', 'performance', 'technology']",The untouchable music of the theremin,1687185
TED2002,George Dyson,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 79}, {'id': 22, 'name': 'Fascinating', 'count': 206}, {'id': 9, 'name': 'Ingenious', 'count': 36}, {'id': 8, 'name': 'Informative', 'count': 196}, {'id': 7, 'name': 'Funny', 'count': 202}, {'id': 24, 'name': 'Persuasive', 'count': 8}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 19}, {'id': 3, 'name': 'Courageous', 'count': 63}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 10, 'name': 'Inspiring', 'count': 24}, {'id': 25, 'name': 'OK', 'count': 50}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 1, 'name': 'Beautiful', 'count': 14}]","['NASA', 'Planets', 'future', 'history', 'physics', 'rocket science', 'science', 'space', 'storytelling', 'technology']",The story of Project Orion,785872
TED2002,Moshe Safdie,"[{'id': 9, 'name': 'Ingenious', 'count': 49}, {'id': 8, 'name': 'Informative', 'count': 75}, {'id': 22, 'name': 'Fascinating', 'count': 117}, {'id': 10, 'name': 'Inspiring', 'count': 187}, {'id': 1, 'name': 'Beautiful', 'count': 177}, {'id': 11, 'name': 'Longwinded', 'count': 33}, {'id': 26, 'name': 'Obnoxious', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 10}, {'id': 24, 'name': 'Persuasive', 'count': 20}, {'id': 3, 'name': 'Courageous', 'count': 16}, {'id': 25, 'name': 'OK', 'count': 73}, {'id': 21, 'name': 'Unconvincing', 'count': 33}, {'id': 23, 'name': 'Jaw-dropping', 'count': 29}, {'id': 2, 'name': 'Confusing', 'count': 0}]","['architecture', 'cities', 'collaboration', 'creativity', 'design', 'museums', 'visualizations']",Building uniqueness,545664
TED2007,Jill Sobule and Julia Sweeney,"[{'id': 3, 'name': 'Courageous', 'count': 34}, {'id': 7, 'name': 'Funny', 'count': 433}, {'id': 1, 'name': 'Beautiful', 'count': 80}, {'id': 9, 'name': 'Ingenious', 'count': 49}, {'id': 10, 'name': 'Inspiring', 'count': 41}, {'id': 25, 'name': 'OK', 'count': 159}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 26, 'name': 'Obnoxious', 'count': 67}, {'id': 24, 'name': 'Persuasive', 'count': 7}, {'id': 23, 'name': 'Jaw-dropping', 'count': 12}, {'id': 22, 'name': 'Fascinating', 'count': 24}, {'id': 2, 'name': 'Confusing', 'count': 17}, {'id': 8, 'name': 'Informative', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 38}]","['collaboration', 'comedy', 'entertainment', 'guitar', 'humor', 'singer', 'storytelling']",The Jill and Julia Show,487972
TED2002,Raspyni Brothers,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 402}, {'id': 7, 'name': 'Funny', 'count': 1637}, {'id': 1, 'name': 'Beautiful', 'count': 59}, {'id': 22, 'name': 'Fascinating', 'count': 267}, {'id': 9, 'name': 'Ingenious', 'count': 116}, {'id': 21, 'name': 'Unconvincing', 'count': 15}, {'id': 10, 'name': 'Inspiring', 'count': 57}, {'id': 25, 'name': 'OK', 'count': 126}, {'id': 3, 'name': 'Courageous', 'count': 72}, {'id': 24, 'name': 'Persuasive', 'count': 14}, {'id': 26, 'name': 'Obnoxious', 'count': 52}, {'id': 11, 'name': 'Longwinded', 'count': 56}, {'id': 8, 'name': 'Informative', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 6}]","['collaboration', 'entertainment', 'humor', 'physics']",Juggle and jest,807628
TEDGlobal 2007,Joseph Lekuton,"[{'id': 10, 'name': 'Inspiring', 'count': 183}, {'id': 3, 'name': 'Courageous', 'count': 108}, {'id': 25, 'name': 'OK', 'count': 33}, {'id': 8, 'name': 'Informative', 'count': 37}, {'id': 24, 'name': 'Persuasive', 'count': 43}, {'id': 22, 'name': 'Fascinating', 'count': 36}, {'id': 9, 'name': 'Ingenious', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 10}, {'id': 1, 'name': 'Beautiful', 'count': 45}, {'id': 21, 'name': 'Unconvincing', 'count': 12}, {'id': 2, 'name': 'Confusing', 'count': 1}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 7, 'name': 'Funny', 'count': 0}, {'id': 11, 'name': 'Longwinded', 'count': 0}]","['Africa', 'collaboration', 'culture', 'global issues', 'politics']",A parable for Kenya,200726
